식품명,식품군명,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),단백질(g),지방(g),탄수화물(g),총당류(g),나트륨(㎎),콜레스테롤(㎎)
리얼불고기(나폴리L),피자류,130,g,130,0,334,16,-,-,5,541,-
리얼불고기(나폴리M),피자류,181,g,181,0,430,23,-,-,8,946,-
리얼불고기(씬 L),피자류,149,g,149,0,365,20,-,-,6,676,-
리얼불고기(씬 M),피자류,139,g,139,0,396,22,-,-,6,838,-
리얼불고기(슈퍼시드 함유 도우L),피자류,111,g,111,0,313,15,-,-,5,597,-
리얼불고기(슈퍼시드 함유 도우M),피자류,116,g,116,0,292,14,-,-,6,561,-
리얼불고기 더블치즈엣지(오리지널 L),피자류,133,g,133,0,344,17,-,-,7,544,-
리얼불고기 더블치즈엣지(오리지널 M),피자류,144,g,144,0,350,18,-,-,4,669,-
문어밤 슈림프(오리지널 L),피자류,170,g,170,0,428,21,-,-,5,856,-
문어밤 슈림프(오리지널 M),피자류,117,g,117,0,280,15,-,-,7,600,-
문어밤 슈림프(나폴리L),피자류,143,g,143,0,323,18,-,-,7,708,-
문어밤 슈림프(나폴리M),피자류,186,g,186,0,430,22,-,-,11,1078,-
문어밤 슈림프(씬 L),피자류,111,g,111,0,254,15,-,-,7,596,-
문어밤 슈림프(씬 M),피자류,153,g,153,0,389,20,-,-,11,912,-
문어밤 슈림프(슈퍼시드 함유 도우L),피자류,130,g,130,0,333,19,-,-,8,794,-
문어밤 슈림프(슈퍼시드 함유 도우M),피자류,118,g,118,0,280,16,-,-,9,608,-
문어밤 슈림프 더블치즈엣지(오리지널 L),피자류,143,g,143,0,322,17,-,-,10,682,-
문어밤 슈림프 더블치즈엣지(오리지널 M),피자류,144,g,144,0,347,18,-,-,6,784,-
베스트 콰트로(오리지널 L),피자류,186,g,186,0,460,25,-,-,8,1024,-
베스트 콰트로(오리지널 M),피자류,134,g,134,0,312,13,-,-,6,598,-
베스트 콰트로(나폴리L),피자류,157,g,157,0,387,18,-,-,8,704,-
베스트 콰트로(나폴리M),피자류,107,g,107,0,259,12,-,-,5,499,-
베스트 콰트로(씬 L),피자류,129,g,129,0,306,15,-,-,7,698,-
베스트 콰트로(씬 M),피자류,181,g,181,0,457,19,-,-,9,868,-
베스트 콰트로(슈퍼시드 함유 도우L),피자류,112,g,112,0,274,12,-,-,6,540,-
베스트 콰트로(슈퍼시드 함유 도우M),피자류,132,g,132,0,322,13,-,-,12,517,-
베스트 콰트로 더블치즈엣지(오리지널 L),피자류,159,g,159,0,393,17,-,-,13,636,-
베스트 콰트로 더블치즈엣지(오리지널 M),피자류,160,g,160,0,384,19,-,-,7,732,-
베이컨체더치즈(오리지널 L),피자류,194,g,194,0,455,23,-,-,7,907,-
베이컨체더치즈(오리지널 M),피자류,114,g,114,0,311,14,-,-,4,399,-
베이컨체더치즈(나폴리L),피자류,129,g,129,0,356,18,-,-,5,529,-
베이컨체더치즈(나폴리M),피자류,176,g,176,0,465,24,-,-,5,696,-
베이컨체더치즈(씬 L),피자류,143,g,143,0,382,21,-,-,5,606,-
베이컨체더치즈(씬 M),피자류,147,g,147,0,437,22,-,-,4,671,-
베이컨체더치즈(슈퍼시드 함유 도우L),피자류,125,g,125,0,377,19,-,-,4,525,-
베이컨체더치즈(슈퍼시드 함유 도우M),피자류,113,g,113,0,307,14,-,-,6,455,-
베이컨체더치즈 더블치즈엣지(오리지널 L),피자류,129,g,129,0,355,17,-,-,7,500,-
베이컨체더치즈 더블치즈엣지(오리지널 M),피자류,135,g,135,0,364,18,-,-,4,508,-
불고기(오리지널 L),피자류,158,g,158,0,436,21,-,-,5,624,-
불고기(오리지널 M),피자류,121,g,121,0,291,15,-,-,6,406,-
불고기(나폴리L),피자류,129,g,129,0,319,16,-,-,6,441,-
불고기(나폴리M),피자류,177,g,177,0,421,2,-,-,7,696,-
불고기(씬 L),피자류,102,g,102,0,250,14,-,-,4,388,-
불고기(씬 M),피자류,162,g,162,0,394,22,-,-,8,649,-
불고기(슈퍼시드 함유 도우L),피자류,125,g,125,0,312,18,-,-,6,545,-
불고기(슈퍼시드 함유 도우M),피자류,121,g,121,0,301,15,-,-,8,400,-
불고기 더블치즈엣지(오리지널 L),피자류,134,g,134,0,342,16,-,-,8,458,-
불고기 더블치즈엣지(오리지널 M),피자류,139,g,139,0,350,18,-,-,5,490,-
블랙앵거스 스테이크(오리지널 L),피자류,158,g,158,0,405,21,-,-,6,571,-
블랙앵거스 스테이크(오리지널 M),피자류,126,g,126,0,307,14,-,-,7,471,-
블랙앵거스 스테이크(나폴리L),피자류,160,g,160,0,383,17,-,-,10,612,-
블랙앵거스 스테이크(나폴리M),피자류,103,g,103,0,248,12,-,-,7,440,-
블랙앵거스 스테이크(씬 L),피자류,121,g,121,0,296,14,-,-,8,555,-
블랙앵거스 스테이크(씬 M),피자류,169,g,169,0,459,20,-,-,11,736,-
블랙앵거스 스테이크(슈퍼시드 함유 도우L),피자류,103,g,103,0,266,12,-,-,7,413,-
블랙앵거스 스테이크(슈퍼시드 함유 도우M),피자류,126,g,126,0,301,14,-,-,9,487,-
블랙앵거스 스테이크 더블치즈엣지(오리지널 L),피자류,158,g,158,0,369,17,-,-,13,611,-
블랙앵거스 스테이크 더블치즈엣지(오리지널 M),피자류,156,g,156,0,388,19,-,-,8,743,-
블랙타이거 슈림프(오리지널 L),피자류,198,g,198,0,488,23,-,-,11,954,-
블랙타이거 슈림프(오리지널 M),피자류,123,g,123,0,288,13,-,-,8,568,-
블랙타이거 슈림프(나폴리M),피자류,191,g,191,0,453,20,-,-,14,863,-
블랙타이거 슈림프(나폴리L),피자류,159,g,159,0,358,18,-,-,13,819,-
블랙타이거 슈림프(씬 M),피자류,188,g,188,0,431,20,-,-,16,956,-
블랙타이거 슈림프(씬 L),피자류,125,g,125,0,308,14,-,-,12,674,-
블랙타이거 슈림프(슈퍼시드 함유 도우L),피자류,157,g,157,0,403,18,-,-,16,821,-
블랙타이거 슈림프 더블치즈엣지(오리지널 L),피자류,118,g,118,0,290,13,-,-,10,517,-
블랙타이거슈림프(슈퍼시드 함유 도우M),피자류,144,g,144,0,363,18,-,-,9,770,-
블랙타이거슈림프 더블치즈엣지(오리지널 M),피자류,193,g,193,0,468,21,-,-,18,884,-
슈퍼디럭스(오리지널 L),피자류,248,g,248,0,625,32,-,-,15,1362,-
슈퍼디럭스(오리지널 M),피자류,134,g,134,0,307,17,-,-,3,439,-
슈퍼디럭스(나폴리L),피자류,150,g,150,0,386,19,-,-,4,481,-
슈퍼디럭스(나폴리M),피자류,107,g,107,0,251,12,-,-,3,358,-
슈퍼디럭스(씬 L),피자류,118,g,118,0,282,15,-,-,3,408,-
슈퍼디럭스(씬 M),피자류,186,g,186,0,450,24,-,-,4,692,-
슈퍼디럭스(슈퍼시드 함유 도우L),피자류,155,g,155,0,393,20,-,-,4,542,-
슈퍼디럭스(슈퍼시드 함유 도우M),피자류,133,g,133,0,332,14,-,-,3,533,-
슈퍼디럭스 더블치즈엣지(오리지널 L),피자류,149,g,149,0,373,16,-,-,5,629,-
슈퍼디럭스 더블치즈엣지(오리지널 M),피자류,159,g,159,0,359,19,-,-,3,587,-
슈퍼슈프림(오리지널 L),피자류,188,g,188,0,452,24,-,-,3,669,-
슈퍼슈프림(오리지널 M),피자류,151,g,151,0,321,17,-,-,5,462,-
슈퍼슈프림(나폴리L),피자류,168,g,168,0,366,20,-,-,5,461,-
슈퍼슈프림(나폴리M),피자류,123,g,123,0,246,14,-,-,4,392,-
슈퍼슈프림(씬 L),피자류,139,g,139,0,291,16,-,-,5,494,-
슈퍼슈프림(씬 M),피자류,111,g,111,0,236,13,-,-,4,353,-
슈퍼슈프림(슈퍼시드 함유 도우L),피자류,120,g,120,0,251,15,-,-,5,376,-
슈퍼슈프림(슈퍼시드 함유 도우M),피자류,146,g,146,0,335,15,-,-,8,579,-
슈퍼슈프림 더블치즈엣지(오리지널 L),피자류,165,g,165,0,385,19,-,-,9,628,-
슈퍼슈프림 더블치즈엣지(오리지널 M),피자류,172,g,172,0,374,21,-,-,5,518,-
와규 앤 비스테카(오리지널 L),피자류,193,g,193,0,433,24,-,-,5,587,-
와규 앤 비스테카(오리지널 M),피자류,130,g,130,0,305,14,-,-,8,374,-
와규 앤 비스테카(나폴리L),피자류,154,g,154,0,377,16,-,-,7,387,-
와규 앤 비스테카(나폴리M),피자류,107,g,107,0,247,16,-,-,7,310,-
와규 앤 비스테카(씬 L),피자류,130,g,130,0,306,18,-,-,7,379,-
와규 앤 비스테카(씬 M),피자류,179,g,179,0,477,23,-,-,15,602,-
와규 앤 비스테카(슈퍼시드 함유 도우L),피자류,104,g,104,0,262,12,-,-,7,307,-
와규 앤 비스테카(슈퍼시드 함유 도우M),피자류,131,g,131,0,306,13,-,-,8,363,-
와규 앤 비스테카 더블치즈엣지(오리지널 L),피자류,156,g,156,0,354,16,-,-,9,399,-
와규 앤 비스테카 더블치즈엣지(오리지널 M),피자류,163,g,163,0,388,19,-,-,8,712,-
우리 고구마(오리지널 L),피자류,198,g,198,0,484,25,-,-,9,934,-
우리 고구마(오리지널 M),피자류,128,g,128,0,321,13,-,-,9,441,-
우리 고구마(나폴리L),피자류,157,g,157,0,372,15,-,-,14,552,-
우리 고구마(나폴리M),피자류,107,g,107,0,273,11,-,-,9,406,-
우리 고구마(씬 L),피자류,134,g,134,0,311,12,-,-,12,475,-
우리 고구마(씬 M),피자류,175,g,175,0,482,19,-,-,17,682,-
우리 고구마(슈퍼시드 함유 도우L),피자류,109,g,109,0,277,10,-,-,13,389,-
우리 고구마(슈퍼시드 함유 도우M),피자류,130,g,130,0,338,13,-,-,10,494,-
우리 고구마 더블치즈엣지(오리지널 L),피자류,166,g,166,0,399,15,-,-,17,529,-
우리 고구마 더블치즈엣지(오리지널 M),피자류,156,g,156,0,399,18,-,-,9,696,-
직화 스테이크(오리지널 L),피자류,193,g,193,0,482,22,-,-,14,829,-
직화 스테이크(오리지널 M),피자류,126,g,126,0,304,14,-,-,5,587,-
직화 스테이크(나폴리L),피자류,160,g,160,0,370,20,-,-,6,752,-
직화 스테이크(나폴리M),피자류,100,g,100,0,240,12,-,-,4,497,-
직화 스테이크(씬 L),피자류,134,g,134,0,314,16,-,-,6,668,-
직화 스테이크(씬 M),피자류,162,g,162,0,444,20,-,-,6,886,-
직화 스테이크(슈퍼시드 함유 도우L),피자류,110,g,110,0,308,14,-,-,4,552,-
직화 스테이크(슈퍼시드 함유 도우M),피자류,124,g,124,0,308,14,-,-,6,568,-
직화 스테이크 더블치즈엣지(오리지널 M),피자류,162,g,162,0,406,18,-,-,8,756,-
직화 스테이크 더블치즈엣지(오리지널 L),피자류,194,g,194,0,480,24,-,-,6,1006,-
치즈(오리지널 L),피자류,151,g,151,0,364,20,-,-,5,815,-
치즈(오리지널 M),피자류,191,g,191,0,466,24,-,-,7,638,-
치즈(나폴리L),피자류,112,g,112,0,285,15,-,-,5,403,-
치즈(나폴리M),피자류,136,g,136,0,352,19,-,-,6,574,-
치즈(씬 L),피자류,116,g,116,0,305,18,-,-,5,460,-
치즈(씬 M),피자류,110,g,110,0,314,17,-,-,5,423,-
치즈(슈퍼시드 함유 도우L),피자류,124,g,124,0,374,20,-,-,5,572,-
치즈(슈퍼시드 함유 도우M),피자류,191,g,191,0,491,24,-,-,11,626,-
치즈 더블치즈엣지(오리지널 L),피자류,112,g,112,0,292,14,-,-,7,345,-
치즈가든(오리지널 L),피자류,243,g,243,0,601,29,-,-,9,905,-
치즈가든(오리지널 M),피자류,109,g,109,0,250,10,-,-,5,353,-
치즈가든(나폴리L),피자류,132,g,132,0,287,14,-,-,6,412,-
치즈가든(나폴리M),피자류,171,g,171,0,363,16,-,-,7,591,-
치즈가든(씬 L),피자류,100,g,100,0,209,9,-,-,3,338,-
치즈가든(씬 M),피자류,137,g,137,0,303,12,-,-,6,432,-
치즈가든(슈퍼시드 함유 도우L),피자류,114,g,114,0,249,10,-,-,6,375,-
치즈가든(슈퍼시드 함유 도우M),피자류,109,g,109,0,245,11,-,-,5,372,-
치즈가든 더블치즈엣지(오리지널 L),피자류,129,g,129,0,296,11,-,-,6,433,-
치즈가든 더블치즈엣지(오리지널 M),피자류,138,g,138,0,316,15,-,-,4,536,-
치즈피자 더블치즈엣지(오리지널 M),피자류,168,g,168,0,380,19,-,-,5,681,-
페퍼로니(오리지널 L),피자류,145,g,145,0,397,20,-,-,5,539,-
페퍼로니(오리지널 M),피자류,102,g,102,0,271,14,-,-,4,401,-
페퍼로니(나폴리L),피자류,118,g,118,0,327,16,-,-,4,445,-
페퍼로니(나폴리M),피자류,148,g,148,0,426,24,-,-,5,680,-
페퍼로니(씬 L),피자류,127,g,127,0,384,20,-,-,4,558,-
페퍼로니(씬 M),피자류,131,g,131,0,386,22,-,-,4,567,-
페퍼로니(슈퍼시드 함유 도우L),피자류,109,g,109,0,336,18,-,-,4,503,-
페퍼로니(슈퍼시드 함유 도우M),피자류,105,g,105,0,283,14,-,-,4,348,-
페퍼로니 더블치즈엣지(오리지널 L),피자류,124,g,124,0,341,16,-,-,6,445,-
페퍼로니 더블치즈엣지(오리지널 M),피자류,124,g,124,0,341,16,-,-,4,480,-
포테이토(오리지널 L),피자류,147,g,147,0,403,20,-,-,4,576,-
포테이토(오리지널 M),피자류,139,g,139,0,322,15,-,-,4,380,-
포테이토(나폴리L),피자류,149,g,149,0,352,16,-,-,4,380,-
포테이토(나폴리M),피자류,115,g,115,0,260,15,-,-,3,332,-
포테이토(씬 L),피자류,122,g,122,0,292,16,-,-,3,338,-
포테이토(씬 M),피자류,103,g,103,0,224,12,-,-,3,298,-
포테이토(슈퍼시드 함유 도우L),피자류,109,g,109,0,243,12,-,-,3,296,-
포테이토(슈퍼시드 함유 도우M),피자류,139,g,139,0,317,15,-,-,5,349,-
포테이토 더블치즈엣지(오리지널 L),피자류,150,g,150,0,350,16,-,-,5,377,-
포테이토 더블치즈엣지(오리지널 M),피자류,154,g,154,0,362,18,-,-,3,459,-
핫치킨(오리지널 L),피자류,174,g,174,0,422,21,-,-,4,495,-
핫치킨(오리지널 M),피자류,119,g,119,0,287,13,-,-,9,601,-
핫치킨(나폴리L),피자류,144,g,144,0,346,15,-,-,13,684,-
핫치킨(나폴리M),피자류,188,g,188,0,466,22,-,-,15,1066,-
핫치킨(씬 L),피자류,114,g,114,0,274,14,-,-,8,588,-
핫치킨(씬 M),피자류,152,g,152,0,410,20,-,-,18,942,-
핫치킨(슈퍼시드 함유 도우L),피자류,132,g,132,0,323,15,-,-,14,736,-
핫치킨(슈퍼시드 함유 도우M),피자류,119,g,119,0,297,13,-,-,10,563,-
핫치킨 더블치즈엣지(오리지널 L),피자류,146,g,146,0,361,16,-,-,10,632,-
핫치킨 더블치즈엣지(오리지널 M),피자류,143,g,143,0,356,18,-,-,8,757,-
먹물 오징어링,튀김류,182,g,182,0,441,22,-,-,9,873,-
슈퍼곡물 치킨(10조각),기타,105,g,105,0,650,17,-,-,1,721,-
옥수수 버터구이(6개),기타,178,g,178,0,481,36,-,-,4,1025,-
치킨퐁듀 그라탕,밥류,176,g,176,0,370,36,-,-,20,542,-
퀴노아 치킨 샐러드,무침류,358,g,358,0,827,32,-,-,14,1965,-
트러플 리조또,밥류,137,g,137,0,121,8,-,-,10,153,-
포테이토 순살치킨(3조각),튀김류,285,g,285,0,650,17,-,-,8,1123,-
프레시 코울슬로,무침류,305,g,305,0,729,42,-,-,12,1199,-
프레시 콘샐러드,무침류,100,g,100,0,133,1,-,-,9,158,-
프렌치 라따뚜이,탕류,100,g,100,0,135,2,-,-,11,315,-
하프&하프 스파게티 (NEW 치즈 & 화이트 크림),면류,329,g,329,0,382,20,-,-,16,1237,-
화이트 크림 스파게티,면류,395,g,395,0,705,28,-,-,11,1347,-
NEW 치즈 볼로네즈 스파게티,면류,392,g,392,0,851,29,-,-,9,1258,-
미닛메이드 스파클링 청포도 1.25L,음료류,399,g,399,0,559,27,-,-,13,1444,-
스프라이트 1.5L,음료류,1250,mL,0,1500,450,0,-,-,113,38,-
스프라이트 500ml,음료류,1500,mL,0,500,700,0,-,-,170,150,-
씨그램(레몬맛) 350ml,음료류,500,mL,0,350,233,0,-,-,57,50,-
코카콜라 1.25L,음료류,200,mL,0,1250,92,0,-,-,0,12,-
코카콜라 500ml,음료류,1250,mL,0,500,550,0,-,-,137.5,37.5,-
코카콜라 제로 1.5L,음료류,500,mL,0,1500,216,0,-,-,54,15,-
코카콜라 제로 500ml,음료류,1500,mL,0,500,0,0,-,-,0,100,-
티본스테이크&쉬림프(클래식)M,피자류,188,g,565,0,433,22,-,0,13,740,-
티본스테이크&쉬림프(클래식)L,피자류,101,g,1010,0,226,11,-,0,7,380,-
티본스테이크&쉬림프(크런치)M,피자류,123,g,737,0,292,13,-,-,7,480,-
티본스테이크&쉬림프(크런치)L,피자류,121,g,1216,0,292,13,-,-,7,460,-
티본스테이크&쉬림프(리치골드)M,피자류,118,g,708,0,286,14,-,-,7,480,-
티본스테이크&쉬림프(리치골드)L,피자류,113,g,1134,0,274,13,-,-,7,460,-
티본스테이크&쉬림프(치즈크러스트)M,피자류,106,g,637,0,260,14,-,-,5,460,-
티본스테이크&쉬림프(치즈크러스트)L,피자류,105,g,1046,0,254,13,-,-,5,430,-
더블치즈 티본스테이크(클래식)M,피자류,196,g,588,0,466,23,-,-,17,900,-
더블치즈 티본스테이크(클래식)L,피자류,199,g,993,0,471,22,-,-,19,880,-
더블치즈 티본스테이크(크런치)M,피자류,117,g,702,0,284,13,-,-,8,490,-
더블치즈 티본스테이크(크런치)L,피자류,118,g,1179,0,285,13,-,-,8,480,-
더블치즈 티본스테이크(리치골드)M,피자류,115,g,691,0,282,14,-,-,8,520,-
더블치즈 티본스테이크(리치골드)L,피자류,110,g,1096,0,267,13,-,-,8,480,-
더블치즈 티본스테이크(치즈크러스트)M,피자류,103,g,620,0,257,14,-,-,6,500,-
더블치즈 티본스테이크(치즈크러스트)L,피자류,101,g,1008,0,248,13,-,-,6,460,-
쉬림프올인(클래식)M,피자류,192,g,575,0,392,23,-,-,6,650,-
쉬림프올인(클래식)L,피자류,100,g,1002,0,207,12,-,-,3,330,-
쉬림프올인(크런치)M,피자류,117,g,704,0,274,12,-,-,5,430,-
쉬림프올인(크런치)L,피자류,124,g,1240,0,290,13,-,-,5,450,-
쉬림프올인(리치골드)M,피자류,116,g,697,0,274,14,-,-,5,440,-
쉬림프올인(리치골드)L,피자류,116,g,1157,0,270,13,-,-,5,420,-
쉬림프올인(치즈크러스트)M,피자류,104,g,627,0,247,13,-,-,3,400,-
쉬림프올인(치즈크러스트)L,피자류,107,g,1070,0,249,13,-,-,3,400,-
갈릭버터쉬림프(클래식)M,피자류,187,g,562,0,440,21,-,-,9,640,-
갈릭버터쉬림프(클래식)L,피자류,101,g,1005,0,233,11,-,-,5,340,-
갈릭버터쉬림프(크런치)M,피자류,120,g,720,0,294,13,-,-,6,450,-
갈릭버터쉬림프(크런치)L,피자류,127,g,1268,0,312,14,-,-,6,480,-
갈릭버터쉬림프(리치골드)M,피자류,119,g,713,0,294,15,-,-,7,470,-
갈릭버터쉬림프(리치골드)L,피자류,118,g,1185,0,293,15,-,-,6,460,-
갈릭버터쉬림프(치즈크러스트)M,피자류,107,g,642,0,266,14,-,-,4,420,-
갈릭버터쉬림프(치즈크러스트)L,피자류,110,g,1098,0,271,14,-,-,4,420,-
토핑킹(크런치)M,피자류,118,g,710,0,297,13,-,-,6,510,-
토핑킹(크런치)L,피자류,123,g,1227,0,310,14,-,-,6,530,-
토핑킹(리치골드)M,피자류,117,g,702,0,297,16,-,-,7,530,-
토핑킹(리치골드)L,피자류,114,g,1143,0,291,15,-,-,6,510,-
토핑킹(치즈크러스트)M,피자류,105,g,632,0,270,14,-,-,4,480,-
토핑킹(치즈크러스트)L,피자류,106,g,1057,0,269,14,-,-,4,460,-
치즈킹(크런치)M,피자류,123,g,739,0,322,15,-,-,5,520,-
치즈킹(크런치)L,피자류,126,g,1257,0,331,15,-,-,5,530,-
치즈킹(리치골드)M,피자류,122,g,732,0,322,17,-,-,5,540,-
치즈킹(리치골드)L,피자류,117,g,1174,0,311,17,-,-,5,520,-
치즈킹(치즈크러스트)M,피자류,110,g,662,0,295,16,-,-,3,490,-
치즈킹(치즈크러스트)L,피자류,109,g,1087,0,290,16,-,-,3,470,-
큐브스테이크(크런치)M,피자류,121,g,727,0,304,12,-,-,6,510,-
큐브스테이크(크런치)L,피자류,129,g,1295,0,321,13,-,-,7,550,-
큐브스테이크(리치골드)M,피자류,120,g,721,0,304,15,-,-,7,540,-
큐브스테이크(리치골드)L,피자류,121,g,1212,0,301,14,-,-,7,540,-
큐브스테이크(치즈크러스트)M,피자류,108,g,650,0,276,14,-,-,4,490,-
큐브스테이크(치즈크러스트)L,피자류,113,g,1125,0,280,13,-,-,5,490,-
갈릭마블 스테이크(크런치)M,피자류,118,g,708,0,284,12,-,-,5,464,-
갈릭마블 스테이크(크런치)L,피자류,124,g,1239,0,300,13,-,-,5,479,-
갈릭마블 스테이크(리치골드)M,피자류,117,g,702,0,284,13,-,-,6,498,-
갈릭마블 스테이크(리치골드)L,피자류,116,g,1156,0,300,14,-,-,5,480,-
갈릭마블 스테이크(치즈크러스트)M,피자류,105,g,631,0,257,13,-,-,3,471,-
갈릭마블 스테이크(치즈크러스트)L,피자류,107,g,1069,0,259,13,-,-,3,457,-
쉬림프&스테이크 올인(크런치)M,피자류,117,g,701,0,278,12,-,-,5,-,-
쉬림프&스테이크 올인(크런치)L,피자류,123,g,1234,0,294,13,-,-,5,-,-
쉬림프&스테이크 올인(리치골드)M,피자류,119,g,714,0,292,14,-,-,5,-,-
쉬림프&스테이크 올인(리치골드)L,피자류,119,g,1186,0,290,14,-,-,5,-,-
쉬림프&스테이크 올인(치즈크러스트)M,피자류,104,g,623,0,250,13,-,-,3,-,-
쉬림프&스테이크 올인(치즈크러스트)L,피자류,106,g,1064,0,253,13,-,-,3,-,-
직화불고기(크런치)M,피자류,108,g,649,0,296,13,-,-,5,430,-
직화불고기(크런치)L,피자류,113,g,1126,0,308,13,-,-,5,450,-
직화불고기(리치골드)M,피자류,107,g,642,0,296,15,-,-,6,450,-
직화불고기(리치골드)L,피자류,104,g,1043,0,289,14,-,-,5,430,-
직화불고기(치즈크러스트)M,피자류,191,g,572,0,536,28,-,-,6,800,-
직화불고기(치즈크러스트)L,피자류,192,g,956,0,535,26,-,-,6,770,-
수퍼슈프림(크런치)M,피자류,115,g,691,0,285,12,-,-,4,423,-
수퍼슈프림(크런치)L,피자류,126,g,1259,0,309,13,-,-,5,462,-
수퍼슈프림(리치골드)M,피자류,113,g,680,0,283,14,-,-,5,458,-
수퍼슈프림(리치골드)L,피자류,117,g,1171,0,289,15,-,-,5,463,-
수퍼슈프림(치즈크러스트)M,피자류,102,g,609,0,256,13,-,-,2,407,-
수퍼슈프림(치즈크러스트)L,피자류,108,g,1085,0,267,14,-,-,3,406,-
베이컨포테이토(크런치)M,피자류,121,g,727,0,313,12,-,-,5,460,-
베이컨포테이토(크런치)L,피자류,131,g,1307,0,333,13,-,-,5,487,-
베이컨포테이토(리치골드)M,피자류,119,g,716,0,311,14,-,-,5,495,-
베이컨포테이토(리치골드)L,피자류,122,g,1219,0,313,14,-,-,5,482,-
베이컨포테이토(치즈크러스트)M,피자류,107,g,645,0,284,13,-,-,3,469,-
베이컨포테이토(치즈크러스트)L,피자류,113,g,1133,0,291,13,-,-,3,465,-
직화불고기L,피자류,168,g,840,0,445,21,-,-,6,507,-
페페로니M,피자류,128,g,383,0,339,15,-,-,4,460,-
페페로니L,피자류,152,g,760,0,404,18,-,-,4,551,-
수퍼슈프림L,피자류,194,g,968,0,445,22,-,-,5,549,-
치즈M,피자류,133,g,398,0,346,17,-,-,4,420,-
치즈L,피자류,158,g,788,0,411,20,-,-,4,500,-
펩시 500mL,음료류,500,mL,0,500,217,0,-,-,57,17,-
펩시 1.25L,음료류,1250,mL,0,1250,541,0,-,-,103,35,-
칠성사이다 500mL,음료류,500,mL,0,500,208,0,-,-,56,10,-
칠성사이다 1.25L,음료류,1250,mL,0,1250,520,0,-,-,139,25,-
콘샐러드,무침류,100,g,100,0,100,2,-,-,7,272,-
코울슬로,무침류,100,g,100,0,87,1,-,-,10,204,-
크림치킨파스타,면류,351,g,351,0,633,24,-,-,7,1250,-
상하이쉬림프파스타,면류,321,g,321,0,498,22,-,-,19,1630,-
팝콘치킨,튀김류,134,g,134,0,416,21,-,-,2,420,-
치즈볼,튀김류,130,g,130,0,413,21,-,-,5,420,-
오리지날 윙 4조각,튀김류,126,g,126,0,270,27,-,-,3,650,-
오리지날 윙 8조각,튀김류,252,g,252,0,540,54,-,-,4,1310,-
스파이시윙 4조각,튀김류,166,g,166,0,373,28,-,-,20,950,-
스파이시윙 8조각,튀김류,292,g,292,0,643,55,-,-,23,1600,-
치킨텐더 4조각,튀김류,150,g,150,0,283,20,-,-,1,750,-
치킨텐더 8조각,튀김류,300,g,300,0,567,39,-,-,1,1500,-
